_id,today,_Exact Location_latitude,_Exact Location_longitude,Governorat,District,Is the company registered,What is the Type of registration?,Business name:,Economic sector:,Sub-sector:,Please specify the business products and services,Phone Number,Business Phone Number (If applicable),Enterprise size in terms of number of employees:,"Enterprise size (Micro, Small, Medium, Large)",Do you have any current available vacancies?,Number of job vacancies:,Current//Types of positions available:/Interns,Current//Types of positions available:/Seasonal employees,Current//Types of positions available:/Entry level,Current//Types of positions available:/Mid-senior level,Current//Types of positions available:/Senior management level,Current//Areas of recruitment:/Customer Service Representatives,Current//Areas of recruitment:/Sales,Current//Priority areas of recruitment:/Information Technology (IT),Current//Priority areas of recruitment:/Marketing,Current//Priority areas of recruitment:/Administrative Staff,Current//Priority areas of recruitment:/Finance,Current//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Current//Priority areas of recruitment:/Technical Staff,Current//Priority areas of recruitment:/Others,Current//Please specify,Do you consider youth (18-29 years) from the local community for employment?,Do you expect the need for employees in the next year?,Number of expected job vacancies:,Future//Types of positions available:/Interns,Future//Types of positions available:/Seasonal employees,Future//Types of positions available:/Entry level,Future//Types of positions available:/Mid-senior level,Future//Types of positions available:/Senior management level,Future//TOTAL,Future//Areas of recruitment:/Customer Service Representatives,Future//Areas of recruitment:/Sales,Future//Priority areas of recruitment:/Information Technology (IT),Future//Priority areas of recruitment:/Marketing,Future//Priority areas of recruitment:/Administrative Staff,Future//Priority areas of recruitment:/Finance,Future//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Future//Priority areas of recruitment:/Technical Staff,Future//Priority areas of recruitment:/Others,Future//Please specify,start_date,end_date,start_time,end_time
376720921,2024-08-28,30.8082752,35.5902338,Tafilah,Tafeleh Al-Qasabeh,No,Not Registered,سيف المعرفة,Wholesale and Retail Trade,Retail trade (general merchandise),قرطاسية,776159332,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,17:32:00.737000,17:37:22.151000
376816484,2024-08-28,31.2583484,36.0508601,Karak,Al-Qatraneh,Yes,Private shareholding,مؤسسة العمرين ,Wholesale and Retail Trade,E-commerce,بيع أجهزة كهربائية ,791473270,770828283,Less than 10 employees,Micro,Yes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,مندوب مبيعات,Yes,Yes,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,مندوب ,2024-08-28,2024-08-28,09:11:08.734000,09:25:27.749000
376816492,2024-08-28,31.2585579,36.0486131,Karak,Al-Qatraneh,No,Not Registered,البركة ,Accommodation and Food Services (Tourism(,Catering,بيع خضرة ,776787229,776787229,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,09:40:22.789000,09:47:46.834000
376816493,2024-08-28,31.2585131,36.0496636,Karak,Al-Qatraneh,Yes,Sole proprietorship,محلات زمزم ,Wholesale and Retail Trade,Retail trade (food),بيع بضائع مختلفة(قهوة/وعطور ),772935597,777574212,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,09:48:58.175000,09:57:08.663000
376816495,2024-08-28,31.2585392,36.0487549,Karak,Al-Qatraneh,Yes,Sole proprietorship, صيدلية القطرانه,Human Health and Social Work Activities,Medical practices,صيدلية,795324933,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,12:41:54.139000,12:48:29.112000
376816498,2024-08-28,31.2587709,36.0487532,Karak,Al-Qatraneh,Yes,Limited liability,مطعم سبأ,Accommodation and Food Services (Tourism(,Restaurants,مأكولات يمنية ,77609382,791697888,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,12:49:01.448000,12:58:01.427000
376816502,2024-08-28,31.2583484,36.0508601,Karak,Al-Qatraneh,No,Not Registered,دكانة ام فهد ,Wholesale and Retail Trade,Retail trade (food),معلبات ,775445110,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,13:57:54.607000,14:28:47.192000
376816505,2024-08-28,31.2736081,36.0558705,Karak,Al-Qatraneh,No,Not Registered,خبز شراك ,Accommodation and Food Services (Tourism(,Catering,خبز شراك ,772318656,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,14:50:12.749000,15:07:33.030000
376816511,2024-08-28,31.2574261,36.0536407,Karak,Al-Qatraneh,No,Not Registered,سوبر ماركت الجنوبي ,Accommodation and Food Services (Tourism(,Catering,معلبات,790929602,790929602,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,15:20:29.287000,15:26:33.010000
376816517,2024-08-28,31.2468089,36.0447422,Karak,Al-Qatraneh,Yes,Private shareholding,حلاق,Service Activities,Personal services,حلاقة,776744186,776744186,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,2024-08-28,2024-08-28,19:17:53.053000,21:16:10.260000
376846329,2024-08-28,31.2485238,36.0453669,Karak,Al-Qatraneh,Yes,Sole proprietorship,مول المدينة المنورة ,Wholesale and Retail Trade,Retail trade (general merchandise),تموين ,792895411,,Less than 10 employees,Micro,Yes,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,محاسب,Yes,Yes,2,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,محاسب,2024-08-28,2024-08-28,21:18:05.429000,21:31:10
376846331,2024-08-28,31.2432206,36.0437282,Karak,Al-Qatraneh,Yes,Sole proprietorship,مياه هيلانا,Utilities,Water supply,تحلية مياه,777380531,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,21:32:36.159000,21:43:51.051000
376846334,2024-08-28,31.2570654,36.0501482,Karak,Al-Qatraneh,No,Not Registered,مطعم انتاجي ,Accommodation and Food Services (Tourism(,Restaurants,طبخ ومعجنات ,772258484,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,21:44:15.573000,22:12:36.369000
376846338,2024-08-28,31.2566411,36.0515849,Karak,Al-Qatraneh,No,Not Registered,باص ,Transportation and Storage,Road transportation,نقل وتوصيل طلبات ,790351191,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,22:12:43.019000,22:19:48.285000
376846340,2024-08-28,31.2563532,36.0507014,Karak,Al-Qatraneh,No,Not Registered,مخيطة فاديا ,Wholesale and Retail Trade,Retail trade (apparel),تصميم ملابس ,790768937,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-28,2024-08-28,22:33:30.532000,22:51:18.108000
377056425,2024-08-29,30.5217499,35.5408909,Maan,Ash-Shobek,Yes,Sole proprietorship,حضانة الهادي الصغير ,Education,Primary education,رعاية أطفال ما دون الخمس سنوات / تعليم الأطفال من عمر 3-5سنوات ,772364519,772181170,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,مربية مؤهلة /عاملة ,2024-08-29,2024-08-29,10:47:22.697000,11:03:09.412000
377056430,2024-08-29,30.5195108,35.5435229,Maan,Ash-Shobek,Yes,Sole proprietorship,معرض صبايا للألبسة الجاهزة ,Wholesale and Retail Trade,Retail trade (apparel),بيع ملابس وأحذية ,775520381,775520381,Less than 10 employees,Micro,Yes,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,بائعة ملابس وأحذية ,Yes,Yes,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,بائعة ملابس وأحذية ,2024-08-29,2024-08-29,11:20:52.705000,11:32:57.223000
377056432,2024-08-29,30.5192406,35.542594,Maan,Ash-Shobek,Yes,Sole proprietorship,ملحمة هاني الهباهبة ,Wholesale and Retail Trade,Retail trade (food),بيع اللحوم البلدية ومنتجاتها ,776312159,776312159,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,جزار ,2024-08-29,2024-08-29,11:44:34.389000,11:54:28.933000
377056437,2024-08-29,30.5195891,35.5425188,Maan,Ash-Shobek,Yes,Cooperative,شركة مخابز روابي الشوبك ,Wholesale and Retail Trade,Retail trade (food),انتاج الخبز المشروح والبلدي ,777063137,777063137,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,خباز وبشكار ,2024-08-29,2024-08-29,11:58:09.700000,12:07:35.530000
377056446,2024-08-29,30.5182734,35.540256,Maan,Ash-Shobek,Yes,Sole proprietorship,مؤسسة الصياد لمواد البناء ,Construction,Infrastructure construction,توصيل طلبات الرمل والحديد /بيع عدد صناعية وكهربائية ,772129340,799007420,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,سائق / عامل تحميل ,2024-08-29,2024-08-29,12:31:54.542000,12:43:55.320000
377056457,2024-08-29,30.5184248,35.5400708,Maan,Ash-Shobek,Yes,Sole proprietorship,مكس درايڤ ,Wholesale and Retail Trade,Retail trade (general merchandise),عمل باقات ورد طبيعي وصناعي /عمل باقات شوكولاته /بيع العطور والهدايا  بأنواعها ,777047256,777047256,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,تنسيق الأزهار وتغليف الهدايا,2024-08-29,2024-08-29,13:04:30.500000,13:15:16.525000
377068646,2024-08-29,30.5188663,35.5365477,Maan,Ash-Shobek,Yes,Sole proprietorship,سوق الشوبك الشعبي للخضار والفواكه ,Wholesale and Retail Trade,Retail trade (food),بيع الخضار والفواكه بأنواعها ,770257148,772233445,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,13:45:16.491000,13:50:17.006000
377075292,2024-08-29,30.5206912,35.5688575,Maan,Ash-Shobek,Yes,Sole proprietorship,مؤسسة محمد احمد الغنميين وأولاده ,Transportation and Storage,Road transportation,توصيل الركاب من الشوبك إلى معان ,772035013,772035013,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,سائق باص ,2024-08-29,2024-08-29,14:01:16.243000,14:07:46.039000
377096238,2024-08-29,32.3386625,36.2106787,Mafraq,Mafraq Al-qasabeh,No,Not Registered,مطعم ومطبخ ابو قاسم الغزاوي ,Accommodation and Food Services (Tourism(,Restaurants,منسف كبسة واوزي ,798725494,798725494,Less than 10 employees,Micro,Yes,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Yes,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,تقديم الوجبات والتسويق لها والطبخ اعداد الطعام ,2024-08-29,2024-08-29,11:00:05.983000,11:08:04.027000
377096242,2024-08-29,32.3397977,36.2101784,Mafraq,Mafraq Al-qasabeh,Yes,Limited liability,المبدعون موبايل,Wholesale and Retail Trade,Retail trade (electronics),هواتف خلوية وتوابعها ,782408262,782408262,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,11:11:50.680000,11:26:21.679000
377096245,2024-08-29,32.3395541,36.2099296,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,عيادة الدكتور يزن ,Human Health and Social Work Activities,Clinics,عيادة رعاية الاسنان,785142555,777765129,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-08-29,2024-08-29,11:28:54.684000,11:37:42.242000
377096254,2024-08-29,32.3397933,36.2099374,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,دبي ماجيك,Wholesale and Retail Trade,Retail trade (general merchandise),مستحضرات تجميل,780097371,770010004,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,11:50:10.562000,12:00:35.565000
377096259,2024-08-29,32.3401158,36.2095947,Mafraq,Mafraq Al-qasabeh,Yes,Simple recommendation,مختبر احمد النعيمات,Human Health and Social Work Activities,Medical practices,تحاليل طبية ,776489806,26232660,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,فني مختبر ,2024-08-29,2024-08-29,12:12:44.156000,12:22:14.073000
377096268,2024-08-29,32.3416460143794,36.2020004575143,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,صالون نوفمبر للسيدات,Service Activities,Personal services,ميك اب وتصفيف شعر وصبغ شعر ,772818710,77281818710,Less than 10 employees,Micro,Yes,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"""Makeup Artist""",Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"""Makeup Artist""",2024-08-29,2024-08-29,12:29:38.647000,12:45:29.715000
377096271,2024-08-29,32.3412155,36.2084063,Mafraq,Mafraq Al-qasabeh,Yes,Public shareholding,البان الريان الجرشيه ,Wholesale and Retail Trade,Retail trade (food),البان واجبان,790623191,786498249,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,12:48:26.669000,13:07:20.497000
377096275,2024-08-29,32.3416034,36.208326,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,الحطاب لوازم الخياطه,Wholesale and Retail Trade,Retail trade (general merchandise),لوازم خياطة,772315178,77231517,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,13:09:21.573000,13:20:01.224000
377096279,2024-08-29,32.3417512,36.2085185,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,محل ايلا للملابس النسائية ,Wholesale and Retail Trade,Wholesale trading,ملابس نسائية ,796251027,796251027,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,13:20:54.463000,13:26:02.793000
377096284,2024-08-29,32.3418375,36.2085236,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,المستقبل ,Wholesale and Retail Trade,Wholesale trading,قرطاسية,778466660,778466660,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,13:28:12.533000,13:35:20.567000
377096293,2024-08-29,32.3417669,36.2086651,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,مشتل ,Agriculture,Horticulture,بيع شجيرات منزليه,772467892,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,13:35:57.818000,13:39:52.955000
377096295,2024-08-29,32.3418377,36.2087101,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,مكتبة الشروقي ,Wholesale and Retail Trade,Retail trade (general merchandise),قرطاسيات ,785337271,79755409,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,لا يوجد شاغر ,2024-08-29,2024-08-29,13:40:37.139000,13:48:13.549000
377096299,2024-08-29,32.3423235,36.2079235,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,محل سالم للملابس ,Wholesale and Retail Trade,Wholesale trading,ملابس ,776793062,776793062,Less than 10 employees,Micro,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,بائعه,2024-08-29,2024-08-29,13:51:12.781000,13:56:00.698000
377096305,2024-08-29,32.3420049,36.2074107,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,ريم محفوظ,Wholesale and Retail Trade,Retail trade (furniture),اقمشة برادي ,796900262,796900262,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,13:56:24.166000,14:00:53.702000
377096312,2024-08-29,32.3424126,36.208177,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,معرض السخني,Wholesale and Retail Trade,Wholesale trading,ادوات كهربائية ,795981625,795981625,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,14:01:38.697000,14:07:13.319000
377096315,2024-08-29,32.3425641,36.2082811,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,ازياء الطاحونه,Wholesale and Retail Trade,Retail trade (apparel),ملابس نسائية ,787135556,787135556,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,14:07:42.795000,14:12:53.595000
377096321,2024-08-29,32.3424436,36.2082008,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,صيدلية لين وليان,Human Health and Social Work Activities,Welfare services,بيع ادوية طبية ,772539100,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,14:13:24.092000,14:18:02.006000
377096323,2024-08-29,32.3426042,36.2080986,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship, استديو بيروتي ,Service Activities,Personal services,تصوير ,776663171,776661371,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,14:18:50.589000,14:25:40.114000
377096326,2024-08-29,32.3433114,36.2080227,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,محل نادر ,Wholesale and Retail Trade,Retail trade (apparel),ميك اب ,77721282,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,14:30:14.508000,14:35:46.084000
377096330,2024-08-29,32.3434039,36.2075913,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,محلات النوافلة,Wholesale and Retail Trade,Retail trade (furniture),اقمشة اثاث ,776042767,776042767,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,14:38:32.038000,14:42:56.922000
377096332,2024-08-29,32.3432104,36.2073659,Mafraq,Mafraq Al-qasabeh,Yes,Sole proprietorship,محل ناصر ,Wholesale and Retail Trade,Retail trade (general merchandise),خلاطات سشوار ,779453213,779453213,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,2024-08-29,2024-08-29,14:44:18.077000,14:48:42.143000
377096352,2024-08-29,31.4994598,35.7837746,Madaba,Dieban,No,Not Registered,النصر ,Wholesale and Retail Trade,Retail trade (general merchandise),محل للادوات المنزلية ,798393236,798393236,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,11:24:32.255000,11:33:31.733000
377096361,2024-08-29,31.49951,35.784082,Madaba,Dieban,No,Not Registered,حور وريحانة,Wholesale and Retail Trade,Retail trade (apparel),بيع الملابس ,778350190,778350190,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,11:33:36.674000,11:40:22.761000
377096370,2024-08-29,31.4994952,35.78399,Madaba,Dieban,Yes,Sole proprietorship,عالم التوفير ,Wholesale and Retail Trade,Retail trade (general merchandise),بيع نثريات ,775644445,775644445,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,11:40:28.197000,11:49:50.652000
377096375,2024-08-29,31.4993834,35.7839849,Madaba,Dieban,Yes,Sole proprietorship,احمد ,Wholesale and Retail Trade,Retail trade (food),مواد تموينية,791832458,791732458,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,11:50:08.443000,11:53:25.904000
377096381,2024-08-29,31.4992718,35.7839491,Madaba,Dieban,No,Not Registered,صالون نمبر ون ,Service Activities,Personal services,خدمات تجميل، قص وسشوار ,778990493,778990493,Less than 10 employees,Micro,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,متخصصة بالمكياج,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,متخصصة بالمكياج,2024-08-29,2024-08-29,11:53:49.668000,12:02:23.755000
377096384,2024-08-29,31.499597,35.7822229,Madaba,Dieban,Yes,Sole proprietorship,مخبز السنبلة الذهيبة ,Accommodation and Food Services (Tourism(,Restaurants,مخبز للشراك,779870879,779870879,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,12:07:23.978000,12:13:34.619000
377096388,2024-08-29,31.4995237,35.7821973,Madaba,Dieban,Yes,Sole proprietorship,محل رزان ,Wholesale and Retail Trade,Retail trade (general merchandise),نثريات,778308872,778308872,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,12:13:45.923000,12:20:43.828000
377096398,2024-08-29,31.4985146,35.7798015,Madaba,Dieban,Yes,Sole proprietorship,محلات نصر الرواحنة ,Wholesale and Retail Trade,Retail trade (food),مواد تموينية وطعام,779707067,7797070670,Less than 10 employees,Micro,Yes,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,تحميل  وتصفيط البضائع,Yes,Yes,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,عامل ,2024-08-29,2024-08-29,12:24:57.986000,12:32:46.296000
377096408,2024-08-29,31.4989187,35.779789,Madaba,Dieban,Yes,Sole proprietorship,محمص ميشع ,Wholesale and Retail Trade,Retail trade (food),محمص واعذية ,778410704,778140704,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,12:33:59.275000,12:39:51.174000
377096414,2024-08-29,31.4990743,35.7798389,Madaba,Dieban,Yes,Sole proprietorship,مكتؤة الدولية ,Administrative and Support Services,Office administration,مكتبة، تصوير ورق وطباعة ، خدمات الكترونية ,777796772,779379082,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,12:40:14.118000,12:56:08.590000
377096422,2024-08-29,31.4992447,35.7799184,Madaba,Dieban,Yes,Sole proprietorship,زيرو ون فور ,Wholesale and Retail Trade,Retail trade (electronics),بيع اجهزة خلوية ,781616451,781616451,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,,2024-08-29,2024-08-29,12:57:07.776000,13:05:33.352000
377096431,2024-08-29,31.4991572,35.7799964,Madaba,Dieban,Yes,Sole proprietorship,مطعم الفرسان ,Accommodation and Food Services (Tourism(,Restaurants,مطعم شاورما وسناكات ومشاوي,777981653,772565951,Less than 10 employees,Micro,Yes,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,معلم شاورما ، معلم مشاوي ، محاسب ,Yes,Yes,3,0,3,0,0,0,3,0,0,0,0,0,1,0,0,1,معلم شاورما ، معلم مشاوي ، محاسب ,2024-08-29,2024-08-29,13:07:12.216000,13:13:53.107000
